Date,region,AveragePrice
2017-04-16,PhoenixTucson,1.51
2017-04-09,PhoenixTucson,1.39
2017-04-02,PhoenixTucson,1.38
2017-03-26,PhoenixTucson,1.37
2017-03-19,PhoenixTucson,1.35
2017-03-12,PhoenixTucson,1.38
2017-03-05,PhoenixTucson,1.42
2017-02-26,PhoenixTucson,1.22
2017-02-19,PhoenixTucson,1.28
2017-02-12,PhoenixTucson,1.46
2017-02-05,PhoenixTucson,1.23
2017-01-29,PhoenixTucson,1.49
2017-01-22,PhoenixTucson,1.59
2017-01-15,PhoenixTucson,1.49
2017-01-08,PhoenixTucson,1.4
2017-01-01,PhoenixTucson,1.88
2017-12-31,Pittsburgh,1.4
2017-12-24,Pittsburgh,1.37
2017-12-17,Pittsburgh,1.37
2017-12-10,Pittsburgh,1.39
2017-12-03,Pittsburgh,1.36
2017-11-26,Pittsburgh,1.37
2017-11-19,Pittsburgh,1.44
2017-11-12,Pittsburgh,1.45
2017-11-05,Pittsburgh,1.43
2017-10-29,Pittsburgh,1.43
2017-10-22,Pittsburgh,1.43
2017-10-15,Pittsburgh,1.39
2017-10-08,Pittsburgh,1.35
2017-10-01,Pittsburgh,1.4
2017-09-24,Pittsburgh,1.42
2017-09-17,Pittsburgh,1.43
2017-09-10,Pittsburgh,1.48
2017-09-03,Pittsburgh,1.5
2017-08-27,Pittsburgh,1.49
2017-08-20,Pittsburgh,1.47
2017-08-13,Pittsburgh,1.44
2017-08-06,Pittsburgh,1.43
2017-07-30,Pittsburgh,1.43
2017-07-23,Pittsburgh,1.28
2017-07-16,Pittsburgh,1.42
2017-07-09,Pittsburgh,1.58
2017-07-02,Pittsburgh,1.58
2017-06-25,Pittsburgh,1.54
2017-06-18,Pittsburgh,1.56
2017-06-11,Pittsburgh,1.57
2017-06-04,Pittsburgh,1.55
2017-05-28,Pittsburgh,1.54
2017-05-21,Pittsburgh,1.52
2017-05-14,Pittsburgh,1.49
2017-05-07,Pittsburgh,1.51
2017-04-30,Pittsburgh,1.49
2017-04-23,Pittsburgh,1.51
2017-04-16,Pittsburgh,1.51
2017-04-09,Pittsburgh,1.51
2017-04-02,Pittsburgh,1.51
2017-03-26,Pittsburgh,1.5
2017-03-19,Pittsburgh,1.47
2017-03-12,Pittsburgh,1.45
2017-03-05,Pittsburgh,1.43
2017-02-26,Pittsburgh,1.41
2017-02-19,Pittsburgh,1.45
2017-02-12,Pittsburgh,1.41
2017-02-05,Pittsburgh,1.4
2017-01-29,Pittsburgh,1.43
2017-01-22,Pittsburgh,1.4
2017-01-15,Pittsburgh,1.47
2017-01-08,Pittsburgh,1.45
2017-01-01,Pittsburgh,1.5
2017-12-31,Plains,1.63
2017-12-24,Plains,1.73
2017-12-17,Plains,1.67
2017-12-10,Plains,1.7
2017-12-03,Plains,1.76
2017-11-26,Plains,1.78
2017-11-19,Plains,1.8
2017-11-12,Plains,1.89
2017-11-05,Plains,1.89
2017-10-29,Plains,1.88
2017-10-22,Plains,1.96
2017-10-15,Plains,2.07
2017-10-08,Plains,2.02
2017-10-01,Plains,2.09
2017-09-24,Plains,2.13
2017-09-17,Plains,2.12
2017-09-10,Plains,2.09
2017-09-03,Plains,2.12
2017-08-27,Plains,2.01
2017-08-20,Plains,1.92
2017-08-13,Plains,1.8
2017-08-06,Plains,1.8
2017-07-30,Plains,1.73
2017-07-23,Plains,1.72
2017-07-16,Plains,1.82
2017-07-09,Plains,1.62
2017-07-02,Plains,1.55
2017-06-25,Plains,1.56
2017-06-18,Plains,1.56
2017-06-11,Plains,1.63
2017-06-04,Plains,1.62
2017-05-28,Plains,1.63
2017-05-21,Plains,1.57
2017-05-14,Plains,1.62
2017-05-07,Plains,1.58
2017-04-30,Plains,1.8
2017-04-23,Plains,1.67
2017-04-16,Plains,1.59
2017-04-09,Plains,1.56
2017-04-02,Plains,1.55
2017-03-26,Plains,1.51
2017-03-19,Plains,1.54
2017-03-12,Plains,1.5
2017-03-05,Plains,1.39
2017-02-26,Plains,1.39
2017-02-19,Plains,1.5
2017-02-12,Plains,1.49
2017-02-05,Plains,1.6
2017-01-29,Plains,1.55
2017-01-22,Plains,1.57
2017-01-15,Plains,1.56
2017-01-08,Plains,1.67
2017-01-01,Plains,1.62
2017-12-31,Portland,1.51
2017-12-24,Portland,1.44
2017-12-17,Portland,1.54
2017-12-10,Portland,1.42
2017-12-03,Portland,1.52
2017-11-26,Portland,1.47
2017-11-19,Portland,1.86
2017-11-12,Portland,1.86
2017-11-05,Portland,2.45
2017-10-29,Portland,2.49
2017-10-22,Portland,2.48
2017-10-15,Portland,2.71
2017-10-08,Portland,2.85
2017-10-01,Portland,2.86
2017-09-24,Portland,2.81
2017-09-17,Portland,2.83
2017-09-10,Portland,2.84
2017-09-03,Portland,2.84
2017-08-27,Portland,2.85
2017-08-20,Portland,2.57
2017-08-13,Portland,2.33
2017-08-06,Portland,2.14
2017-07-30,Portland,2.29
2017-07-23,Portland,2.35
2017-07-16,Portland,2.33
2017-07-09,Portland,1.66
2017-07-02,Portland,1.93
2017-06-25,Portland,2.34
2017-06-18,Portland,1.77
2017-06-11,Portland,1.28
2017-06-04,Portland,1.23
2017-05-28,Portland,1.14
2017-05-21,Portland,1.18
2017-05-14,Portland,1.3
2017-05-07,Portland,1.11
2017-04-30,Portland,1.11
2017-04-23,Portland,1.16
2017-04-16,Portland,1.15
2017-04-09,Portland,1.19
2017-04-02,Portland,0.78
2017-03-26,Portland,0.68
2017-03-19,Portland,1.28
2017-03-12,Portland,1.19
2017-03-05,Portland,0.76
2017-02-26,Portland,1.23
2017-02-19,Portland,1.45
2017-02-12,Portland,1.59
2017-02-05,Portland,0.93
2017-01-29,Portland,0.99
2017-01-22,Portland,0.96
2017-01-15,Portland,0.98
2017-01-08,Portland,1.01
2017-01-01,Portland,0.99
2017-12-31,RaleighGreensboro,2.06
2017-12-24,RaleighGreensboro,2.12
2017-12-17,RaleighGreensboro,2.03
2017-12-10,RaleighGreensboro,2.12
2017-12-03,RaleighGreensboro,2.11
2017-11-26,RaleighGreensboro,2.18
2017-11-19,RaleighGreensboro,2.32
2017-11-12,RaleighGreensboro,2.32
2017-11-05,RaleighGreensboro,2.29
2017-10-29,RaleighGreensboro,1.92
2017-10-22,RaleighGreensboro,2.2
2017-10-15,RaleighGreensboro,2.53
2017-10-08,RaleighGreensboro,2.85
2017-10-01,RaleighGreensboro,3.0
2017-09-24,RaleighGreensboro,2.38
2017-09-17,RaleighGreensboro,2.92
2017-09-10,RaleighGreensboro,2.89
2017-09-03,RaleighGreensboro,2.97
2017-08-27,RaleighGreensboro,3.04
2017-08-20,RaleighGreensboro,2.65
2017-08-13,RaleighGreensboro,2.29
2017-08-06,RaleighGreensboro,2.51
2017-07-30,RaleighGreensboro,2.11
2017-07-23,RaleighGreensboro,1.95
2017-07-16,RaleighGreensboro,1.99
2017-07-09,RaleighGreensboro,1.97
2017-07-02,RaleighGreensboro,2.05
2017-06-25,RaleighGreensboro,1.95
2017-06-18,RaleighGreensboro,1.91
2017-06-11,RaleighGreensboro,2.03
2017-06-04,RaleighGreensboro,2.38
2017-05-28,RaleighGreensboro,2.55
2017-05-21,RaleighGreensboro,2.63
2017-05-14,RaleighGreensboro,2.44
2017-05-07,RaleighGreensboro,2.61
2017-04-30,RaleighGreensboro,2.76
2017-04-23,RaleighGreensboro,2.73
2017-04-16,RaleighGreensboro,2.24
2017-04-09,RaleighGreensboro,2.07
2017-04-02,RaleighGreensboro,2.21
2017-03-26,RaleighGreensboro,1.94
2017-03-19,RaleighGreensboro,1.83
2017-03-12,RaleighGreensboro,1.9
2017-03-05,RaleighGreensboro,1.54
2017-02-26,RaleighGreensboro,1.56
2017-02-19,RaleighGreensboro,1.55
2017-02-12,RaleighGreensboro,1.54
2017-02-05,RaleighGreensboro,1.77
2017-01-29,RaleighGreensboro,1.63
2017-01-22,RaleighGreensboro,1.59
2017-01-15,RaleighGreensboro,1.62
2017-01-08,RaleighGreensboro,1.52
2017-01-01,RaleighGreensboro,1.78
2017-12-31,RichmondNorfolk,1.39
2017-12-24,RichmondNorfolk,1.41
2017-12-17,RichmondNorfolk,1.43
2017-12-10,RichmondNorfolk,1.4
2017-12-03,RichmondNorfolk,1.5
2017-11-26,RichmondNorfolk,1.58
2017-11-19,RichmondNorfolk,1.62
2017-11-12,RichmondNorfolk,1.57
2017-11-05,RichmondNorfolk,1.64
2017-10-29,RichmondNorfolk,1.67
2017-10-22,RichmondNorfolk,1.62
2017-10-15,RichmondNorfolk,1.6
2017-10-08,RichmondNorfolk,1.56
2017-10-01,RichmondNorfolk,1.6
2017-09-24,RichmondNorfolk,1.76
2017-09-17,RichmondNorfolk,1.59
2017-09-10,RichmondNorfolk,2.0
2017-09-03,RichmondNorfolk,2.05
2017-08-27,RichmondNorfolk,1.96
2017-08-20,RichmondNorfolk,1.93
2017-08-13,RichmondNorfolk,1.79
2017-08-06,RichmondNorfolk,1.66
2017-07-30,RichmondNorfolk,1.56
2017-07-23,RichmondNorfolk,1.45
2017-07-16,RichmondNorfolk,1.71
2017-07-09,RichmondNorfolk,1.81
2017-07-02,RichmondNorfolk,1.84
2017-06-25,RichmondNorfolk,1.64
2017-06-18,RichmondNorfolk,1.78
2017-06-11,RichmondNorfolk,1.56
2017-06-04,RichmondNorfolk,1.72
2017-05-28,RichmondNorfolk,1.6
2017-05-21,RichmondNorfolk,1.52
2017-05-14,RichmondNorfolk,1.72
2017-05-07,RichmondNorfolk,1.68
2017-04-30,RichmondNorfolk,1.77
2017-04-23,RichmondNorfolk,1.65
2017-04-16,RichmondNorfolk,1.46
2017-04-09,RichmondNorfolk,1.04
2017-04-02,RichmondNorfolk,1.41
2017-03-26,RichmondNorfolk,1.06
2017-03-19,RichmondNorfolk,1.55
2017-03-12,RichmondNorfolk,1.46
2017-03-05,RichmondNorfolk,1.06
2017-02-26,RichmondNorfolk,1.01
2017-02-19,RichmondNorfolk,1.24
2017-02-12,RichmondNorfolk,1.12
2017-02-05,RichmondNorfolk,1.42
2017-01-29,RichmondNorfolk,1.32
2017-01-22,RichmondNorfolk,1.27
2017-01-15,RichmondNorfolk,1.56
2017-01-08,RichmondNorfolk,1.48
2017-01-01,RichmondNorfolk,1.62
2017-12-31,Roanoke,1.5
2017-12-24,Roanoke,1.54
2017-12-17,Roanoke,1.58
2017-12-10,Roanoke,1.47
2017-12-03,Roanoke,1.42
2017-11-26,Roanoke,1.56
2017-11-19,Roanoke,1.54
2017-11-12,Roanoke,1.46
2017-11-05,Roanoke,1.5
2017-10-29,Roanoke,1.53
2017-10-22,Roanoke,1.53
2017-10-15,Roanoke,1.64
2017-10-08,Roanoke,1.72
2017-10-01,Roanoke,1.83
2017-09-24,Roanoke,2.08
2017-09-17,Roanoke,1.9
2017-09-10,Roanoke,2.19
2017-09-03,Roanoke,2.27
2017-08-27,Roanoke,2.17
2017-08-20,Roanoke,2.08
2017-08-13,Roanoke,2.0
2017-08-06,Roanoke,1.81
2017-07-30,Roanoke,1.59
2017-07-23,Roanoke,1.49
2017-07-16,Roanoke,1.64
2017-07-09,Roanoke,1.62
2017-07-02,Roanoke,1.78
2017-06-25,Roanoke,1.42
2017-06-18,Roanoke,1.61
2017-06-11,Roanoke,1.35
2017-06-04,Roanoke,1.51
2017-05-28,Roanoke,1.37
2017-05-21,Roanoke,1.59
2017-05-14,Roanoke,1.81
2017-05-07,Roanoke,1.72
2017-04-30,Roanoke,1.87
2017-04-23,Roanoke,1.58
2017-04-16,Roanoke,1.24
2017-04-09,Roanoke,0.89
2017-04-02,Roanoke,1.19
2017-03-26,Roanoke,0.84
2017-03-19,Roanoke,1.2
2017-03-12,Roanoke,1.13
2017-03-05,Roanoke,0.7
2017-02-26,Roanoke,0.77
2017-02-19,Roanoke,0.94
2017-02-12,Roanoke,0.88
2017-02-05,Roanoke,1.14
2017-01-29,Roanoke,1.18
2017-01-22,Roanoke,1.16
2017-01-15,Roanoke,1.6
2017-01-08,Roanoke,1.61
2017-01-01,Roanoke,1.51
2017-12-31,Sacramento,1.61
2017-12-24,Sacramento,1.68
2017-12-17,Sacramento,1.72
2017-12-10,Sacramento,1.75
2017-12-03,Sacramento,1.69
2017-11-26,Sacramento,1.72
2017-11-19,Sacramento,1.69
2017-11-12,Sacramento,1.81
2017-11-05,Sacramento,1.74
2017-10-29,Sacramento,1.86
2017-10-22,Sacramento,1.81
2017-10-15,Sacramento,1.92
2017-10-08,Sacramento,1.84
2017-10-01,Sacramento,1.86
2017-09-24,Sacramento,1.89
2017-09-17,Sacramento,1.92
2017-09-10,Sacramento,1.96
2017-09-03,Sacramento,2.15
2017-08-27,Sacramento,2.49
2017-08-20,Sacramento,2.33
2017-08-13,Sacramento,2.09
2017-08-06,Sacramento,1.99
2017-07-30,Sacramento,1.86
2017-07-23,Sacramento,1.97
2017-07-16,Sacramento,2.19
2017-07-09,Sacramento,2.36
2017-07-02,Sacramento,2.32
2017-06-25,Sacramento,2.37
2017-06-18,Sacramento,2.48
2017-06-11,Sacramento,2.5
2017-06-04,Sacramento,2.43
2017-05-28,Sacramento,2.46
2017-05-21,Sacramento,2.4
2017-05-14,Sacramento,2.43
2017-05-07,Sacramento,2.52
2017-04-30,Sacramento,2.39
2017-04-23,Sacramento,2.29
2017-04-16,Sacramento,2.35
2017-04-09,Sacramento,2.37
2017-04-02,Sacramento,2.31
2017-03-26,Sacramento,2.44
2017-03-19,Sacramento,2.46
2017-03-12,Sacramento,2.36
2017-03-05,Sacramento,2.5
2017-02-26,Sacramento,2.06
2017-02-19,Sacramento,2.32
2017-02-12,Sacramento,2.25
2017-02-05,Sacramento,1.6
2017-01-29,Sacramento,2.02
2017-01-22,Sacramento,1.89
2017-01-15,Sacramento,2.31
2017-01-08,Sacramento,2.15
2017-01-01,Sacramento,2.24
2017-12-31,SanDiego,2.0
2017-12-24,SanDiego,1.82
2017-12-17,SanDiego,1.54
2017-12-10,SanDiego,2.05
2017-12-03,SanDiego,1.79
2017-11-26,SanDiego,2.17
2017-11-19,SanDiego,2.17
2017-11-12,SanDiego,2.13
2017-11-05,SanDiego,1.6
2017-10-29,SanDiego,2.13
2017-10-22,SanDiego,2.15
2017-10-15,SanDiego,2.25
2017-10-08,SanDiego,2.33
2017-10-01,SanDiego,2.27
2017-09-24,SanDiego,2.23
2017-09-17,SanDiego,2.39
2017-09-10,SanDiego,2.37
2017-09-03,SanDiego,2.01
2017-08-27,SanDiego,2.57
2017-08-20,SanDiego,2.42
2017-08-13,SanDiego,2.32
2017-08-06,SanDiego,2.37
2017-07-30,SanDiego,2.37
2017-07-23,SanDiego,2.31
2017-07-16,SanDiego,2.3
2017-07-09,SanDiego,1.91
2017-07-02,SanDiego,2.0
2017-06-25,SanDiego,1.73
2017-06-18,SanDiego,1.8
2017-06-11,SanDiego,2.06
2017-06-04,SanDiego,1.71
2017-05-28,SanDiego,1.91
2017-05-21,SanDiego,2.05
2017-05-14,SanDiego,2.22
2017-05-07,SanDiego,1.72
2017-04-30,SanDiego,1.83
2017-04-23,SanDiego,1.97
2017-04-16,SanDiego,2.08
2017-04-09,SanDiego,1.94
2017-04-02,SanDiego,1.88
2017-03-26,SanDiego,2.06
2017-03-19,SanDiego,1.59
2017-03-12,SanDiego,1.72
2017-03-05,SanDiego,1.42
2017-02-26,SanDiego,1.42
2017-02-19,SanDiego,1.4
2017-02-12,SanDiego,1.66
2017-02-05,SanDiego,1.55
2017-01-29,SanDiego,1.21
2017-01-22,SanDiego,1.73
2017-01-15,SanDiego,1.82
2017-01-08,SanDiego,1.52
2017-01-01,SanDiego,1.45
2017-12-31,SanFrancisco,1.52
2017-12-24,SanFrancisco,2.01
2017-12-17,SanFrancisco,2.1
2017-12-10,SanFrancisco,2.27
2017-12-03,SanFrancisco,2.07
2017-11-26,SanFrancisco,2.06
2017-11-19,SanFrancisco,2.06
2017-11-12,SanFrancisco,2.07
2017-11-05,SanFrancisco,2.05
2017-10-29,SanFrancisco,2.09
2017-10-22,SanFrancisco,2.08
2017-10-15,SanFrancisco,2.09
2017-10-08,SanFrancisco,2.07
2017-10-01,SanFrancisco,2.04
2017-09-24,SanFrancisco,2.06
2017-09-17,SanFrancisco,2.04
2017-09-10,SanFrancisco,2.05
2017-09-03,SanFrancisco,2.08
2017-08-27,SanFrancisco,3.0
2017-08-20,SanFrancisco,2.93
2017-08-13,SanFrancisco,2.57
2017-08-06,SanFrancisco,2.33
2017-07-30,SanFrancisco,2.14
2017-07-23,SanFrancisco,2.44
2017-07-16,SanFrancisco,2.4
2017-07-09,SanFrancisco,2.45
2017-07-02,SanFrancisco,2.59
2017-06-25,SanFrancisco,2.66
2017-06-18,SanFrancisco,2.76
2017-06-11,SanFrancisco,2.77
2017-06-04,SanFrancisco,2.72
2017-05-28,SanFrancisco,2.73
2017-05-21,SanFrancisco,2.65
2017-05-14,SanFrancisco,2.64
2017-05-07,SanFrancisco,2.54
2017-04-30,SanFrancisco,2.58
2017-04-23,SanFrancisco,2.56
2017-04-16,SanFrancisco,2.59
2017-04-09,SanFrancisco,2.54
2017-04-02,SanFrancisco,2.59
2017-03-26,SanFrancisco,2.83
2017-03-19,SanFrancisco,2.88
2017-03-12,SanFrancisco,2.9
2017-03-05,SanFrancisco,2.92
2017-02-26,SanFrancisco,2.52
2017-02-19,SanFrancisco,2.58
2017-02-12,SanFrancisco,2.59
2017-02-05,SanFrancisco,1.61
2017-01-29,SanFrancisco,2.7
2017-01-22,SanFrancisco,2.03
2017-01-15,SanFrancisco,2.7
2017-01-08,SanFrancisco,2.58
2017-01-01,SanFrancisco,2.54
2017-12-31,Seattle,1.24
2017-12-24,Seattle,1.75
2017-12-17,Seattle,1.25
2017-12-10,Seattle,1.07
2017-12-03,Seattle,1.19
2017-11-26,Seattle,1.76
2017-11-19,Seattle,2.03
2017-11-12,Seattle,2.06
2017-11-05,Seattle,2.34
2017-10-29,Seattle,2.43
2017-10-22,Seattle,2.3
2017-10-15,Seattle,2.69
2017-10-08,Seattle,2.8
2017-10-01,Seattle,2.86
2017-09-24,Seattle,2.83
2017-09-17,Seattle,2.86
2017-09-10,Seattle,2.87
2017-09-03,Seattle,2.89
2017-08-27,Seattle,2.96
2017-08-20,Seattle,2.87
2017-08-13,Seattle,2.65
2017-08-06,Seattle,2.58
2017-07-30,Seattle,2.6
2017-07-23,Seattle,2.61
2017-07-16,Seattle,2.61
2017-07-09,Seattle,2.12
2017-07-02,Seattle,2.35
2017-06-25,Seattle,2.65
2017-06-18,Seattle,1.83
2017-06-11,Seattle,1.6
2017-06-04,Seattle,1.45
2017-05-28,Seattle,1.46
2017-05-21,Seattle,1.53
2017-05-14,Seattle,1.62
2017-05-07,Seattle,1.51
2017-04-30,Seattle,1.39
2017-04-23,Seattle,1.39
2017-04-16,Seattle,1.45
2017-04-09,Seattle,1.44
2017-04-02,Seattle,1.02
2017-03-26,Seattle,0.7
2017-03-19,Seattle,1.52
2017-03-12,Seattle,1.18
2017-03-05,Seattle,0.99
2017-02-26,Seattle,1.58
2017-02-19,Seattle,2.26
2017-02-12,Seattle,1.79
2017-02-05,Seattle,0.98
2017-01-29,Seattle,1.22
2017-01-22,Seattle,1.32
2017-01-15,Seattle,1.25
2017-01-08,Seattle,1.23
2017-01-01,Seattle,1.23
2017-12-31,SouthCarolina,1.36
2017-12-24,SouthCarolina,1.48
2017-12-17,SouthCarolina,1.44
2017-12-10,SouthCarolina,1.42
2017-12-03,SouthCarolina,1.49
2017-11-26,SouthCarolina,1.54
2017-11-19,SouthCarolina,1.56
2017-11-12,SouthCarolina,1.64
2017-11-05,SouthCarolina,1.68
2017-10-29,SouthCarolina,1.69
2017-10-22,SouthCarolina,1.7
2017-10-15,SouthCarolina,1.78
2017-10-08,SouthCarolina,2.04
2017-10-01,SouthCarolina,2.15
2017-09-24,SouthCarolina,2.1
2017-09-17,SouthCarolina,2.21
2017-09-10,SouthCarolina,2.02
2017-09-03,SouthCarolina,2.11
2017-08-27,SouthCarolina,2.03
2017-08-20,SouthCarolina,1.88
2017-08-13,SouthCarolina,1.78
2017-08-06,SouthCarolina,1.74
2017-07-30,SouthCarolina,1.57
2017-07-23,SouthCarolina,1.81
2017-07-16,SouthCarolina,1.83
2017-07-09,SouthCarolina,1.76
2017-07-02,SouthCarolina,1.82
2017-06-25,SouthCarolina,1.67
2017-06-18,SouthCarolina,1.72
2017-06-11,SouthCarolina,1.61
2017-06-04,SouthCarolina,1.89
2017-05-28,SouthCarolina,1.97
2017-05-21,SouthCarolina,1.86
2017-05-14,SouthCarolina,1.91
2017-05-07,SouthCarolina,1.8
2017-04-30,SouthCarolina,1.87
2017-04-23,SouthCarolina,1.97
2017-04-16,SouthCarolina,1.69
2017-04-09,SouthCarolina,1.4
2017-04-02,SouthCarolina,1.5
2017-03-26,SouthCarolina,1.7
2017-03-19,SouthCarolina,1.34
2017-03-12,SouthCarolina,1.38
2017-03-05,SouthCarolina,0.99
2017-02-26,SouthCarolina,1.13
2017-02-19,SouthCarolina,1.4
2017-02-12,SouthCarolina,1.38
2017-02-05,SouthCarolina,1.45
2017-01-29,SouthCarolina,1.43
2017-01-22,SouthCarolina,1.44
2017-01-15,SouthCarolina,1.45
2017-01-08,SouthCarolina,1.48
2017-01-01,SouthCarolina,1.67
2017-12-31,SouthCentral,1.41
2017-12-24,SouthCentral,1.47
2017-12-17,SouthCentral,1.45
2017-12-10,SouthCentral,1.5
2017-12-03,SouthCentral,1.59
2017-11-26,SouthCentral,1.57
2017-11-19,SouthCentral,1.54
2017-11-12,SouthCentral,1.67
2017-11-05,SouthCentral,1.69
2017-10-29,SouthCentral,1.73
2017-10-22,SouthCentral,1.73
2017-10-15,SouthCentral,1.74
2017-10-08,SouthCentral,1.75
2017-10-01,SouthCentral,1.75
2017-09-24,SouthCentral,1.77
2017-09-17,SouthCentral,1.8
2017-09-10,SouthCentral,1.75
2017-09-03,SouthCentral,1.78
2017-08-27,SouthCentral,1.81
2017-08-20,SouthCentral,1.64
2017-08-13,SouthCentral,1.52
2017-08-06,SouthCentral,1.48
2017-07-30,SouthCentral,1.52
2017-07-23,SouthCentral,1.52
2017-07-16,SouthCentral,1.46
2017-07-09,SouthCentral,1.13
2017-07-02,SouthCentral,1.17
2017-06-25,SouthCentral,1.36
2017-06-18,SouthCentral,1.27
2017-06-11,SouthCentral,1.17
2017-06-04,SouthCentral,1.13
2017-05-28,SouthCentral,1.19
2017-05-21,SouthCentral,1.45
2017-05-14,SouthCentral,1.46
2017-05-07,SouthCentral,1.34
2017-04-30,SouthCentral,1.31
2017-04-23,SouthCentral,1.19
2017-04-16,SouthCentral,1.04
2017-04-09,SouthCentral,1.06
2017-04-02,SouthCentral,1.14
2017-03-26,SouthCentral,1.03
2017-03-19,SouthCentral,1.03
2017-03-12,SouthCentral,1.04
2017-03-05,SouthCentral,0.99
2017-02-26,SouthCentral,0.99
2017-02-19,SouthCentral,1.0
2017-02-12,SouthCentral,1.12
2017-02-05,SouthCentral,1.12
2017-01-29,SouthCentral,1.08
2017-01-22,SouthCentral,1.02
2017-01-15,SouthCentral,1.06
2017-01-08,SouthCentral,1.1
2017-01-01,SouthCentral,1.23
2017-12-31,Southeast,1.4
2017-12-24,Southeast,1.57
2017-12-17,Southeast,1.5
2017-12-10,Southeast,1.48
2017-12-03,Southeast,1.54
2017-11-26,Southeast,1.56
2017-11-19,Southeast,1.59
2017-11-12,Southeast,1.73
2017-11-05,Southeast,1.8
2017-10-29,Southeast,1.84
2017-10-22,Southeast,1.91
2017-10-15,Southeast,1.99
2017-10-08,Southeast,2.13
2017-10-01,Southeast,2.29
2017-09-24,Southeast,2.25
2017-09-17,Southeast,2.33
2017-09-10,Southeast,2.17
2017-09-03,Southeast,2.26
2017-08-27,Southeast,2.16
2017-08-20,Southeast,1.96
2017-08-13,Southeast,1.85
2017-08-06,Southeast,1.78
2017-07-30,Southeast,1.63
2017-07-23,Southeast,1.72
2017-07-16,Southeast,1.78
2017-07-09,Southeast,1.72
2017-07-02,Southeast,1.8
2017-06-25,Southeast,1.67
2017-06-18,Southeast,1.77
2017-06-11,Southeast,1.43
2017-06-04,Southeast,1.82
2017-05-28,Southeast,1.81
2017-05-21,Southeast,1.67
2017-05-14,Southeast,1.78
2017-05-07,Southeast,1.58
2017-04-30,Southeast,1.9
2017-04-23,Southeast,1.87
2017-04-16,Southeast,1.78
2017-04-09,Southeast,1.34
2017-04-02,Southeast,1.51
2017-03-26,Southeast,1.48
2017-03-19,Southeast,1.58
2017-03-12,Southeast,1.41
2017-03-05,Southeast,1.11
2017-02-26,Southeast,1.12
2017-02-19,Southeast,1.39
2017-02-12,Southeast,1.29
2017-02-05,Southeast,1.54
2017-01-29,Southeast,1.43
2017-01-22,Southeast,1.36
2017-01-15,Southeast,1.36
2017-01-08,Southeast,1.41
2017-01-01,Southeast,1.43
2017-12-31,Spokane,1.82
2017-12-24,Spokane,1.77
2017-12-17,Spokane,2.14
2017-12-10,Spokane,2.06
2017-12-03,Spokane,1.92
2017-11-26,Spokane,2.04
2017-11-19,Spokane,2.2
2017-11-12,Spokane,2.17
2017-11-05,Spokane,2.54
2017-10-29,Spokane,2.48
2017-10-22,Spokane,2.11
2017-10-15,Spokane,2.55
2017-10-08,Spokane,2.74
2017-10-01,Spokane,2.88
2017-09-24,Spokane,2.95
2017-09-17,Spokane,2.94
2017-09-10,Spokane,2.86
2017-09-03,Spokane,2.93
2017-08-27,Spokane,2.84
2017-08-20,Spokane,2.76
2017-08-13,Spokane,2.55
2017-08-06,Spokane,2.45
2017-07-30,Spokane,2.38
2017-07-23,Spokane,2.66
2017-07-16,Spokane,2.55
2017-07-09,Spokane,2.2
2017-07-02,Spokane,2.56
2017-06-25,Spokane,2.5
2017-06-18,Spokane,1.71
2017-06-11,Spokane,1.45
2017-06-04,Spokane,1.56
2017-05-28,Spokane,1.48
2017-05-21,Spokane,1.53
2017-05-14,Spokane,1.56
2017-05-07,Spokane,1.58
2017-04-30,Spokane,1.72
2017-04-23,Spokane,1.77
2017-04-16,Spokane,1.57
2017-04-09,Spokane,1.76
2017-04-02,Spokane,1.32
2017-03-26,Spokane,1.02
2017-03-19,Spokane,1.91
2017-03-12,Spokane,1.19
2017-03-05,Spokane,1.38
2017-02-26,Spokane,1.64
2017-02-19,Spokane,2.34
2017-02-12,Spokane,1.66
2017-02-05,Spokane,1.09
2017-01-29,Spokane,1.26
2017-01-22,Spokane,1.28
2017-01-15,Spokane,1.17
2017-01-08,Spokane,1.16
2017-01-01,Spokane,1.21
2017-12-31,StLouis,1.54
2017-12-24,StLouis,1.67
2017-12-17,StLouis,1.63
2017-12-10,StLouis,1.72
2017-12-03,StLouis,1.81
2017-11-26,StLouis,2.0
2017-11-19,StLouis,1.64
2017-11-12,StLouis,1.96
2017-11-05,StLouis,1.77
2017-10-29,StLouis,1.8
2017-10-22,StLouis,2.02
2017-10-15,StLouis,2.14
2017-10-08,StLouis,2.27
2017-10-01,StLouis,2.36
2017-09-24,StLouis,2.49
2017-09-17,StLouis,2.71
2017-09-10,StLouis,2.69
2017-09-03,StLouis,2.81
2017-08-27,StLouis,2.84
2017-08-20,StLouis,2.64
2017-08-13,StLouis,2.28
2017-08-06,StLouis,2.15
2017-07-30,StLouis,2.11
2017-07-23,StLouis,2.22
2017-07-16,StLouis,2.22
2017-07-09,StLouis,1.79
2017-07-02,StLouis,1.55
2017-06-25,StLouis,1.54
2017-06-18,StLouis,1.63
2017-06-11,StLouis,2.05
2017-06-04,StLouis,1.95
2017-05-28,StLouis,1.9
2017-05-21,StLouis,1.94
2017-05-14,StLouis,1.59
2017-05-07,StLouis,1.7
2017-04-30,StLouis,2.25
2017-04-23,StLouis,1.93
2017-04-16,StLouis,2.03
2017-04-09,StLouis,1.42
