,region,AveragePrice,Date_object
13652,PhoenixTucson,1.96,2016-12-04
13653,PhoenixTucson,2.01,2016-11-27
13654,PhoenixTucson,2.01,2016-11-20
13655,PhoenixTucson,1.86,2016-11-13
13656,PhoenixTucson,2.35,2016-11-06
13657,PhoenixTucson,2.62,2016-10-30
13658,PhoenixTucson,2.22,2016-10-23
13659,PhoenixTucson,2.04,2016-10-16
13660,PhoenixTucson,2.4,2016-10-09
13661,PhoenixTucson,2.62,2016-10-02
13662,PhoenixTucson,2.47,2016-09-25
13663,PhoenixTucson,2.13,2016-09-18
13664,PhoenixTucson,2.16,2016-09-11
13665,PhoenixTucson,2.15,2016-09-04
13666,PhoenixTucson,2.18,2016-08-28
13667,PhoenixTucson,2.08,2016-08-21
13668,PhoenixTucson,2.13,2016-08-14
13669,PhoenixTucson,2.13,2016-08-07
13670,PhoenixTucson,2.19,2016-07-31
13671,PhoenixTucson,2.08,2016-07-24
13672,PhoenixTucson,1.77,2016-07-17
13673,PhoenixTucson,1.82,2016-07-10
13674,PhoenixTucson,1.65,2016-07-03
13675,PhoenixTucson,1.66,2016-06-26
13676,PhoenixTucson,1.69,2016-06-19
13677,PhoenixTucson,1.51,2016-06-12
13678,PhoenixTucson,1.52,2016-06-05
13679,PhoenixTucson,1.47,2016-05-29
13680,PhoenixTucson,1.52,2016-05-22
13681,PhoenixTucson,1.37,2016-05-15
13682,PhoenixTucson,1.41,2016-05-08
13683,PhoenixTucson,1.3,2016-05-01
13684,PhoenixTucson,1.39,2016-04-24
13685,PhoenixTucson,1.53,2016-04-17
13686,PhoenixTucson,1.38,2016-04-10
13687,PhoenixTucson,1.25,2016-04-03
13688,PhoenixTucson,1.54,2016-03-27
13689,PhoenixTucson,1.57,2016-03-20
13690,PhoenixTucson,1.47,2016-03-13
13691,PhoenixTucson,1.48,2016-03-06
13692,PhoenixTucson,1.52,2016-02-28
13693,PhoenixTucson,1.63,2016-02-21
13694,PhoenixTucson,1.34,2016-02-14
13695,PhoenixTucson,1.6,2016-02-07
13696,PhoenixTucson,1.53,2016-01-31
13697,PhoenixTucson,1.61,2016-01-24
13698,PhoenixTucson,1.46,2016-01-17
13699,PhoenixTucson,1.35,2016-01-10
13700,PhoenixTucson,1.61,2016-01-03
13701,Pittsburgh,1.48,2016-12-25
13702,Pittsburgh,1.48,2016-12-18
13703,Pittsburgh,1.52,2016-12-11
13704,Pittsburgh,1.53,2016-12-04
13705,Pittsburgh,1.53,2016-11-27
13706,Pittsburgh,1.53,2016-11-20
13707,Pittsburgh,1.53,2016-11-13
13708,Pittsburgh,1.53,2016-11-06
13709,Pittsburgh,1.54,2016-10-30
13710,Pittsburgh,1.52,2016-10-23
13711,Pittsburgh,1.53,2016-10-16
13712,Pittsburgh,1.51,2016-10-09
13713,Pittsburgh,1.53,2016-10-02
13714,Pittsburgh,1.53,2016-09-25
13715,Pittsburgh,1.51,2016-09-18
13716,Pittsburgh,1.49,2016-09-11
13717,Pittsburgh,1.53,2016-09-04
13718,Pittsburgh,1.52,2016-08-28
13719,Pittsburgh,1.54,2016-08-21
13720,Pittsburgh,1.54,2016-08-14
13721,Pittsburgh,1.54,2016-08-07
13722,Pittsburgh,1.49,2016-07-31
13723,Pittsburgh,1.46,2016-07-24
13724,Pittsburgh,1.44,2016-07-17
13725,Pittsburgh,1.49,2016-07-10
13726,Pittsburgh,1.47,2016-07-03
13727,Pittsburgh,1.48,2016-06-26
13728,Pittsburgh,1.43,2016-06-19
13729,Pittsburgh,1.47,2016-06-12
13730,Pittsburgh,1.49,2016-06-05
13731,Pittsburgh,1.49,2016-05-29
13732,Pittsburgh,1.42,2016-05-22
13733,Pittsburgh,1.41,2016-05-15
13734,Pittsburgh,1.31,2016-05-08
13735,Pittsburgh,1.42,2016-05-01
13736,Pittsburgh,1.48,2016-04-24
13737,Pittsburgh,1.48,2016-04-17
13738,Pittsburgh,1.35,2016-04-10
13739,Pittsburgh,1.43,2016-04-03
13740,Pittsburgh,1.18,2016-03-27
13741,Pittsburgh,1.2,2016-03-20
13742,Pittsburgh,1.15,2016-03-13
13743,Pittsburgh,1.37,2016-03-06
13744,Pittsburgh,1.54,2016-02-28
13745,Pittsburgh,1.33,2016-02-21
13746,Pittsburgh,1.38,2016-02-14
13747,Pittsburgh,1.45,2016-02-07
13748,Pittsburgh,1.3,2016-01-31
13749,Pittsburgh,1.16,2016-01-24
13750,Pittsburgh,1.45,2016-01-17
13751,Pittsburgh,1.4,2016-01-10
13752,Pittsburgh,1.44,2016-01-03
13753,Plains,1.55,2016-12-25
13754,Plains,1.6,2016-12-18
13755,Plains,1.71,2016-12-11
13756,Plains,1.7,2016-12-04
13757,Plains,1.69,2016-11-27
13758,Plains,1.63,2016-11-20
13759,Plains,1.74,2016-11-13
13760,Plains,1.76,2016-11-06
13761,Plains,1.8,2016-10-30
13762,Plains,1.55,2016-10-23
13763,Plains,1.67,2016-10-16
13764,Plains,1.55,2016-10-09
13765,Plains,1.76,2016-10-02
13766,Plains,1.87,2016-09-25
13767,Plains,1.78,2016-09-18
13768,Plains,1.86,2016-09-11
13769,Plains,1.76,2016-09-04
13770,Plains,1.67,2016-08-28
13771,Plains,1.8,2016-08-21
13772,Plains,1.82,2016-08-14
13773,Plains,1.81,2016-08-07
13774,Plains,1.72,2016-07-31
13775,Plains,1.63,2016-07-24
13776,Plains,1.76,2016-07-17
13777,Plains,1.7,2016-07-10
13778,Plains,1.63,2016-07-03
13779,Plains,1.63,2016-06-26
13780,Plains,1.63,2016-06-19
13781,Plains,1.63,2016-06-12
13782,Plains,1.68,2016-06-05
13783,Plains,1.76,2016-05-29
13784,Plains,1.63,2016-05-22
13785,Plains,1.65,2016-05-15
13786,Plains,1.58,2016-05-08
13787,Plains,1.59,2016-05-01
13788,Plains,1.29,2016-04-24
13789,Plains,1.57,2016-04-17
13790,Plains,1.36,2016-04-10
13791,Plains,1.45,2016-04-03
13792,Plains,1.45,2016-03-27
13793,Plains,1.44,2016-03-20
13794,Plains,1.54,2016-03-13
13795,Plains,1.76,2016-03-06
13796,Plains,1.39,2016-02-28
13797,Plains,1.34,2016-02-21
13798,Plains,1.68,2016-02-14
13799,Plains,1.57,2016-02-07
13800,Plains,1.55,2016-01-31
13801,Plains,1.33,2016-01-24
13802,Plains,1.47,2016-01-17
13803,Plains,1.63,2016-01-10
13804,Plains,1.5,2016-01-03
13805,Portland,0.68,2016-12-25
13806,Portland,0.99,2016-12-18
13807,Portland,1.45,2016-12-11
13808,Portland,1.46,2016-12-04
13809,Portland,1.39,2016-11-27
13810,Portland,1.41,2016-11-20
13811,Portland,2.16,2016-11-13
13812,Portland,1.79,2016-11-06
13813,Portland,2.55,2016-10-30
13814,Portland,2.1,2016-10-23
13815,Portland,1.4,2016-10-16
13816,Portland,1.39,2016-10-09
13817,Portland,1.21,2016-10-02
13818,Portland,1.57,2016-09-25
13819,Portland,1.46,2016-09-18
13820,Portland,1.22,2016-09-11
13821,Portland,1.34,2016-09-04
13822,Portland,2.06,2016-08-28
13823,Portland,1.67,2016-08-21
13824,Portland,1.74,2016-08-14
13825,Portland,1.58,2016-08-07
13826,Portland,1.64,2016-07-31
13827,Portland,2.25,2016-07-24
13828,Portland,1.86,2016-07-17
13829,Portland,1.66,2016-07-10
13830,Portland,1.33,2016-07-03
13831,Portland,1.42,2016-06-26
13832,Portland,1.23,2016-06-19
13833,Portland,1.67,2016-06-12
13834,Portland,1.66,2016-06-05
13835,Portland,1.44,2016-05-29
13836,Portland,1.22,2016-05-22
13837,Portland,1.61,2016-05-15
13838,Portland,1.19,2016-05-08
13839,Portland,1.03,2016-05-01
13840,Portland,1.39,2016-04-24
13841,Portland,1.64,2016-04-17
13842,Portland,0.96,2016-04-10
13843,Portland,1.3,2016-04-03
13844,Portland,1.33,2016-03-27
13845,Portland,0.87,2016-03-20
13846,Portland,1.13,2016-03-13
13847,Portland,1.29,2016-03-06
13848,Portland,1.89,2016-02-28
13849,Portland,1.76,2016-02-21
13850,Portland,0.9,2016-02-14
13851,Portland,1.12,2016-02-07
13852,Portland,1.35,2016-01-31
13853,Portland,1.6,2016-01-24
13854,Portland,1.22,2016-01-17
13855,Portland,1.25,2016-01-10
13856,Portland,1.44,2016-01-03
13857,RaleighGreensboro,1.6,2016-12-25
13858,RaleighGreensboro,1.6,2016-12-18
13859,RaleighGreensboro,1.63,2016-12-11
13860,RaleighGreensboro,2.01,2016-12-04
13861,RaleighGreensboro,2.01,2016-11-27
13862,RaleighGreensboro,1.87,2016-11-20
13863,RaleighGreensboro,1.85,2016-11-13
13864,RaleighGreensboro,1.85,2016-11-06
13865,RaleighGreensboro,1.83,2016-10-30
13866,RaleighGreensboro,1.69,2016-10-23
13867,RaleighGreensboro,1.69,2016-10-16
13868,RaleighGreensboro,1.65,2016-10-09
13869,RaleighGreensboro,1.87,2016-10-02
13870,RaleighGreensboro,1.81,2016-09-25
13871,RaleighGreensboro,1.85,2016-09-18
13872,RaleighGreensboro,1.77,2016-09-11
13873,RaleighGreensboro,1.83,2016-09-04
13874,RaleighGreensboro,1.79,2016-08-28
13875,RaleighGreensboro,1.83,2016-08-21
13876,RaleighGreensboro,1.84,2016-08-14
13877,RaleighGreensboro,1.65,2016-08-07
13878,RaleighGreensboro,1.68,2016-07-31
13879,RaleighGreensboro,1.72,2016-07-24
13880,RaleighGreensboro,1.76,2016-07-17
13881,RaleighGreensboro,1.87,2016-07-10
13882,RaleighGreensboro,1.88,2016-07-03
13883,RaleighGreensboro,1.72,2016-06-26
13884,RaleighGreensboro,1.78,2016-06-19
13885,RaleighGreensboro,1.7,2016-06-12
13886,RaleighGreensboro,1.58,2016-06-05
13887,RaleighGreensboro,1.8,2016-05-29
13888,RaleighGreensboro,1.33,2016-05-22
13889,RaleighGreensboro,1.66,2016-05-15
13890,RaleighGreensboro,1.65,2016-05-08
13891,RaleighGreensboro,1.59,2016-05-01
13892,RaleighGreensboro,1.61,2016-04-24
13893,RaleighGreensboro,1.49,2016-04-17
13894,RaleighGreensboro,1.33,2016-04-10
13895,RaleighGreensboro,1.73,2016-04-03
13896,RaleighGreensboro,1.43,2016-03-27
13897,RaleighGreensboro,1.42,2016-03-20
13898,RaleighGreensboro,1.54,2016-03-13
13899,RaleighGreensboro,1.79,2016-03-06
13900,RaleighGreensboro,1.71,2016-02-28
13901,RaleighGreensboro,1.76,2016-02-21
13902,RaleighGreensboro,1.59,2016-02-14
13903,RaleighGreensboro,1.54,2016-02-07
13904,RaleighGreensboro,1.56,2016-01-31
13905,RaleighGreensboro,1.59,2016-01-24
13906,RaleighGreensboro,1.66,2016-01-17
13907,RaleighGreensboro,1.59,2016-01-10
13908,RaleighGreensboro,1.68,2016-01-03
13909,RichmondNorfolk,1.66,2016-12-25
13910,RichmondNorfolk,1.61,2016-12-18
13911,RichmondNorfolk,1.58,2016-12-11
13912,RichmondNorfolk,1.3,2016-12-04
13913,RichmondNorfolk,1.27,2016-11-27
13914,RichmondNorfolk,1.1,2016-11-20
13915,RichmondNorfolk,1.61,2016-11-13
13916,RichmondNorfolk,1.16,2016-11-06
13917,RichmondNorfolk,1.76,2016-10-30
13918,RichmondNorfolk,1.16,2016-10-23
13919,RichmondNorfolk,1.39,2016-10-16
13920,RichmondNorfolk,1.25,2016-10-09
13921,RichmondNorfolk,1.79,2016-10-02
13922,RichmondNorfolk,1.54,2016-09-25
13923,RichmondNorfolk,1.52,2016-09-18
13924,RichmondNorfolk,1.24,2016-09-11
13925,RichmondNorfolk,1.29,2016-09-04
13926,RichmondNorfolk,1.32,2016-08-28
13927,RichmondNorfolk,1.56,2016-08-21
13928,RichmondNorfolk,1.43,2016-08-14
13929,RichmondNorfolk,1.33,2016-08-07
13930,RichmondNorfolk,1.39,2016-07-31
13931,RichmondNorfolk,1.44,2016-07-24
13932,RichmondNorfolk,1.5,2016-07-17
13933,RichmondNorfolk,1.41,2016-07-10
13934,RichmondNorfolk,1.44,2016-07-03
13935,RichmondNorfolk,1.19,2016-06-26
13936,RichmondNorfolk,1.2,2016-06-19
13937,RichmondNorfolk,1.16,2016-06-12
13938,RichmondNorfolk,0.95,2016-06-05
13939,RichmondNorfolk,1.05,2016-05-29
13940,RichmondNorfolk,1.03,2016-05-22
13941,RichmondNorfolk,1.37,2016-05-15
13942,RichmondNorfolk,1.36,2016-05-08
13943,RichmondNorfolk,1.37,2016-05-01
13944,RichmondNorfolk,1.41,2016-04-24
13945,RichmondNorfolk,1.19,2016-04-17
13946,RichmondNorfolk,0.93,2016-04-10
13947,RichmondNorfolk,1.35,2016-04-03
13948,RichmondNorfolk,1.14,2016-03-27
13949,RichmondNorfolk,1.0,2016-03-20
13950,RichmondNorfolk,1.23,2016-03-13
13951,RichmondNorfolk,1.54,2016-03-06
13952,RichmondNorfolk,1.41,2016-02-28
13953,RichmondNorfolk,1.48,2016-02-21
13954,RichmondNorfolk,1.29,2016-02-14
13955,RichmondNorfolk,1.34,2016-02-07
13956,RichmondNorfolk,1.35,2016-01-31
13957,RichmondNorfolk,1.45,2016-01-24
13958,RichmondNorfolk,1.4,2016-01-17
13959,RichmondNorfolk,1.35,2016-01-10
13960,RichmondNorfolk,1.45,2016-01-03
13961,Roanoke,1.68,2016-12-25
13962,Roanoke,1.5,2016-12-18
13963,Roanoke,1.39,2016-12-11
13964,Roanoke,1.16,2016-12-04
13965,Roanoke,1.1,2016-11-27
13966,Roanoke,0.98,2016-11-20
13967,Roanoke,1.17,2016-11-13
13968,Roanoke,0.96,2016-11-06
13969,Roanoke,1.77,2016-10-30
13970,Roanoke,0.97,2016-10-23
13971,Roanoke,1.15,2016-10-16
13972,Roanoke,1.02,2016-10-09
13973,Roanoke,1.69,2016-10-02
13974,Roanoke,1.34,2016-09-25
13975,Roanoke,1.52,2016-09-18
13976,Roanoke,1.08,2016-09-11
13977,Roanoke,1.15,2016-09-04
13978,Roanoke,1.05,2016-08-28
13979,Roanoke,1.41,2016-08-21
13980,Roanoke,1.26,2016-08-14
13981,Roanoke,1.19,2016-08-07
13982,Roanoke,1.2,2016-07-31
13983,Roanoke,1.51,2016-07-24
13984,Roanoke,1.49,2016-07-17
13985,Roanoke,1.33,2016-07-10
13986,Roanoke,1.52,2016-07-03
13987,Roanoke,1.19,2016-06-26
13988,Roanoke,1.18,2016-06-19
13989,Roanoke,1.21,2016-06-12
13990,Roanoke,0.89,2016-06-05
13991,Roanoke,0.96,2016-05-29
13992,Roanoke,0.79,2016-05-22
13993,Roanoke,1.35,2016-05-15
13994,Roanoke,1.36,2016-05-08
13995,Roanoke,1.35,2016-05-01
13996,Roanoke,1.4,2016-04-24
13997,Roanoke,1.06,2016-04-17
13998,Roanoke,0.81,2016-04-10
13999,Roanoke,1.31,2016-04-03
14000,Roanoke,0.99,2016-03-27
14001,Roanoke,0.94,2016-03-20
14002,Roanoke,1.22,2016-03-13
14003,Roanoke,1.55,2016-03-06
14004,Roanoke,1.29,2016-02-28
14005,Roanoke,1.38,2016-02-21
14006,Roanoke,1.21,2016-02-14
14007,Roanoke,1.29,2016-02-07
14008,Roanoke,1.33,2016-01-31
14009,Roanoke,1.55,2016-01-24
14010,Roanoke,1.37,2016-01-17
14011,Roanoke,1.28,2016-01-10
14012,Roanoke,1.24,2016-01-03
14013,Sacramento,2.41,2016-12-25
14014,Sacramento,2.36,2016-12-18
14015,Sacramento,2.46,2016-12-11
14016,Sacramento,2.52,2016-12-04
14017,Sacramento,2.61,2016-11-27
14018,Sacramento,2.54,2016-11-20
14019,Sacramento,2.65,2016-11-13
14020,Sacramento,2.82,2016-11-06
14021,Sacramento,2.44,2016-10-30
14022,Sacramento,2.23,2016-10-23
14023,Sacramento,2.13,2016-10-16
14024,Sacramento,2.39,2016-10-09
14025,Sacramento,2.33,2016-10-02
14026,Sacramento,2.18,2016-09-25
14027,Sacramento,2.17,2016-09-18
14028,Sacramento,2.19,2016-09-11
14029,Sacramento,2.19,2016-09-04
14030,Sacramento,2.23,2016-08-28
14031,Sacramento,2.19,2016-08-21
14032,Sacramento,1.96,2016-08-14
14033,Sacramento,2.2,2016-08-07
14034,Sacramento,2.19,2016-07-31
14035,Sacramento,2.15,2016-07-24
14036,Sacramento,2.14,2016-07-17
14037,Sacramento,2.13,2016-07-10
14038,Sacramento,2.13,2016-07-03
14039,Sacramento,1.79,2016-06-26
14040,Sacramento,2.13,2016-06-19
14041,Sacramento,2.11,2016-06-12
14042,Sacramento,2.08,2016-06-05
14043,Sacramento,1.99,2016-05-29
14044,Sacramento,2.01,2016-05-22
14045,Sacramento,1.72,2016-05-15
14046,Sacramento,1.4,2016-05-08
14047,Sacramento,1.41,2016-05-01
14048,Sacramento,2.01,2016-04-24
14049,Sacramento,1.95,2016-04-17
14050,Sacramento,2.05,2016-04-10
14051,Sacramento,2.03,2016-04-03
14052,Sacramento,2.07,2016-03-27
14053,Sacramento,1.96,2016-03-20
14054,Sacramento,2.04,2016-03-13
14055,Sacramento,1.88,2016-03-06
14056,Sacramento,2.01,2016-02-28
14057,Sacramento,2.04,2016-02-21
14058,Sacramento,1.98,2016-02-14
14059,Sacramento,1.72,2016-02-07
14060,Sacramento,1.73,2016-01-31
14061,Sacramento,1.73,2016-01-24
14062,Sacramento,1.72,2016-01-17
14063,Sacramento,1.68,2016-01-10
14064,Sacramento,1.68,2016-01-03
14065,SanDiego,1.43,2016-12-25
14066,SanDiego,1.63,2016-12-18
14067,SanDiego,1.49,2016-12-11
14068,SanDiego,2.06,2016-12-04
14069,SanDiego,2.12,2016-11-27
14070,SanDiego,2.22,2016-11-20
14071,SanDiego,2.1,2016-11-13
14072,SanDiego,2.51,2016-11-06
14073,SanDiego,2.74,2016-10-30
14074,SanDiego,2.73,2016-10-23
14075,SanDiego,2.28,2016-10-16
14076,SanDiego,2.22,2016-10-09
14077,SanDiego,1.99,2016-10-02
14078,SanDiego,2.35,2016-09-25
14079,SanDiego,2.15,2016-09-18
14080,SanDiego,1.59,2016-09-11
14081,SanDiego,1.79,2016-09-04
14082,SanDiego,1.89,2016-08-28
14083,SanDiego,1.92,2016-08-21
14084,SanDiego,1.91,2016-08-14
14085,SanDiego,1.48,2016-08-07
14086,SanDiego,1.97,2016-07-31
14087,SanDiego,1.69,2016-07-24
14088,SanDiego,1.91,2016-07-17
14089,SanDiego,1.43,2016-07-10
14090,SanDiego,1.49,2016-07-03
14091,SanDiego,1.52,2016-06-26
14092,SanDiego,1.46,2016-06-19
14093,SanDiego,1.45,2016-06-12
14094,SanDiego,1.52,2016-06-05
14095,SanDiego,1.44,2016-05-29
14096,SanDiego,1.15,2016-05-22
14097,SanDiego,1.53,2016-05-15
14098,SanDiego,1.37,2016-05-08
14099,SanDiego,1.37,2016-05-01
14100,SanDiego,1.22,2016-04-24
14101,SanDiego,1.29,2016-04-17
14102,SanDiego,1.23,2016-04-10
14103,SanDiego,1.25,2016-04-03
14104,SanDiego,1.35,2016-03-27
14105,SanDiego,1.4,2016-03-20
14106,SanDiego,1.38,2016-03-13
14107,SanDiego,1.21,2016-03-06
14108,SanDiego,1.12,2016-02-28
14109,SanDiego,1.25,2016-02-21
14110,SanDiego,1.42,2016-02-14
14111,SanDiego,1.32,2016-02-07
14112,SanDiego,1.4,2016-01-31
14113,SanDiego,1.31,2016-01-24
14114,SanDiego,1.46,2016-01-17
14115,SanDiego,1.32,2016-01-10
14116,SanDiego,1.41,2016-01-03
14117,SanFrancisco,2.56,2016-12-25
14118,SanFrancisco,2.57,2016-12-18
14119,SanFrancisco,2.67,2016-12-11
14120,SanFrancisco,2.67,2016-12-04
14121,SanFrancisco,2.88,2016-11-27
14122,SanFrancisco,2.94,2016-11-20
14123,SanFrancisco,2.99,2016-11-13
14124,SanFrancisco,3.12,2016-11-06
14125,SanFrancisco,3.25,2016-10-30
14126,SanFrancisco,2.93,2016-10-23
14127,SanFrancisco,2.34,2016-10-16
14128,SanFrancisco,2.72,2016-10-09
14129,SanFrancisco,2.64,2016-10-02
14130,SanFrancisco,2.35,2016-09-25
14131,SanFrancisco,2.39,2016-09-18
14132,SanFrancisco,2.37,2016-09-11
14133,SanFrancisco,2.38,2016-09-04
14134,SanFrancisco,2.38,2016-08-28
14135,SanFrancisco,2.37,2016-08-21
14136,SanFrancisco,2.02,2016-08-14
14137,SanFrancisco,2.33,2016-08-07
14138,SanFrancisco,2.29,2016-07-31
14139,SanFrancisco,2.37,2016-07-24
14140,SanFrancisco,2.3,2016-07-17
14141,SanFrancisco,2.32,2016-07-10
14142,SanFrancisco,2.31,2016-07-03
14143,SanFrancisco,2.21,2016-06-26
14144,SanFrancisco,2.31,2016-06-19
14145,SanFrancisco,2.25,2016-06-12
14146,SanFrancisco,2.3,2016-06-05
14147,SanFrancisco,2.34,2016-05-29
14148,SanFrancisco,2.34,2016-05-22
14149,SanFrancisco,2.27,2016-05-15
14150,SanFrancisco,1.32,2016-05-08
14151,SanFrancisco,1.33,2016-05-01
14152,SanFrancisco,2.21,2016-04-24
14153,SanFrancisco,2.33,2016-04-17
14154,SanFrancisco,2.33,2016-04-10
14155,SanFrancisco,2.3,2016-04-03
14156,SanFrancisco,2.23,2016-03-27
14157,SanFrancisco,2.33,2016-03-20
14158,SanFrancisco,2.27,2016-03-13
14159,SanFrancisco,2.31,2016-03-06
14160,SanFrancisco,2.29,2016-02-28
14161,SanFrancisco,2.38,2016-02-21
14162,SanFrancisco,2.37,2016-02-14
14163,SanFrancisco,1.93,2016-02-07
14164,SanFrancisco,2.3,2016-01-31
14165,SanFrancisco,1.89,2016-01-24
14166,SanFrancisco,1.95,2016-01-17
14167,SanFrancisco,1.93,2016-01-10
14168,SanFrancisco,1.93,2016-01-03
14169,Seattle,0.81,2016-12-25
14170,Seattle,1.08,2016-12-18
14171,Seattle,1.54,2016-12-11
14172,Seattle,1.45,2016-12-04
14173,Seattle,1.53,2016-11-27
14174,Seattle,1.59,2016-11-20
14175,Seattle,2.28,2016-11-13
14176,Seattle,1.69,2016-11-06
14177,Seattle,2.73,2016-10-30
14178,Seattle,2.24,2016-10-23
14179,Seattle,1.59,2016-10-16
14180,Seattle,1.73,2016-10-09
14181,Seattle,1.45,2016-10-02
14182,Seattle,1.69,2016-09-25
14183,Seattle,1.59,2016-09-18
14184,Seattle,1.39,2016-09-11
14185,Seattle,2.09,2016-09-04
14186,Seattle,2.24,2016-08-28
14187,Seattle,1.83,2016-08-21
14188,Seattle,2.19,2016-08-14
14189,Seattle,1.81,2016-08-07
14190,Seattle,1.34,2016-07-31
14191,Seattle,1.95,2016-07-24
14192,Seattle,2.11,2016-07-17
14193,Seattle,1.8,2016-07-10
14194,Seattle,1.65,2016-07-03
14195,Seattle,1.74,2016-06-26
14196,Seattle,1.75,2016-06-19
14197,Seattle,1.87,2016-06-12
14198,Seattle,1.76,2016-06-05
14199,Seattle,1.62,2016-05-29
14200,Seattle,1.55,2016-05-22
14201,Seattle,1.71,2016-05-15
14202,Seattle,1.2,2016-05-08
14203,Seattle,1.25,2016-05-01
14204,Seattle,1.31,2016-04-24
14205,Seattle,1.51,2016-04-17
14206,Seattle,0.89,2016-04-10
14207,Seattle,1.27,2016-04-03
14208,Seattle,1.55,2016-03-27
14209,Seattle,0.98,2016-03-20
14210,Seattle,1.18,2016-03-13
14211,Seattle,1.22,2016-03-06
14212,Seattle,1.46,2016-02-28
14213,Seattle,1.41,2016-02-21
14214,Seattle,0.98,2016-02-14
14215,Seattle,1.26,2016-02-07
14216,Seattle,1.36,2016-01-31
14217,Seattle,1.47,2016-01-24
14218,Seattle,1.26,2016-01-17
14219,Seattle,1.29,2016-01-10
14220,Seattle,1.58,2016-01-03
14221,SouthCarolina,1.59,2016-12-25
14222,SouthCarolina,1.5,2016-12-18
14223,SouthCarolina,1.49,2016-12-11
14224,SouthCarolina,1.69,2016-12-04
14225,SouthCarolina,1.77,2016-11-27
14226,SouthCarolina,1.7,2016-11-20
14227,SouthCarolina,1.73,2016-11-13
14228,SouthCarolina,1.67,2016-11-06
14229,SouthCarolina,1.73,2016-10-30
14230,SouthCarolina,1.4,2016-10-23
14231,SouthCarolina,1.55,2016-10-16
14232,SouthCarolina,1.6,2016-10-09
14233,SouthCarolina,1.87,2016-10-02
14234,SouthCarolina,1.81,2016-09-25
14235,SouthCarolina,1.66,2016-09-18
14236,SouthCarolina,1.6,2016-09-11
14237,SouthCarolina,1.6,2016-09-04
14238,SouthCarolina,1.51,2016-08-28
14239,SouthCarolina,1.6,2016-08-21
14240,SouthCarolina,1.61,2016-08-14
14241,SouthCarolina,1.42,2016-08-07
14242,SouthCarolina,1.58,2016-07-31
14243,SouthCarolina,1.58,2016-07-24
14244,SouthCarolina,1.32,2016-07-17
14245,SouthCarolina,1.35,2016-07-10
14246,SouthCarolina,1.23,2016-07-03
14247,SouthCarolina,1.24,2016-06-26
14248,SouthCarolina,1.21,2016-06-19
14249,SouthCarolina,1.31,2016-06-12
14250,SouthCarolina,1.31,2016-06-05
14251,SouthCarolina,1.41,2016-05-29
14252,SouthCarolina,1.45,2016-05-22
14253,SouthCarolina,1.48,2016-05-15
14254,SouthCarolina,1.55,2016-05-08
14255,SouthCarolina,1.44,2016-05-01
14256,SouthCarolina,1.49,2016-04-24
14257,SouthCarolina,1.47,2016-04-17
14258,SouthCarolina,1.34,2016-04-10
14259,SouthCarolina,1.37,2016-04-03
14260,SouthCarolina,1.41,2016-03-27
14261,SouthCarolina,1.36,2016-03-20
14262,SouthCarolina,1.45,2016-03-13
14263,SouthCarolina,1.56,2016-03-06
14264,SouthCarolina,1.67,2016-02-28
14265,SouthCarolina,1.58,2016-02-21
14266,SouthCarolina,1.55,2016-02-14
14267,SouthCarolina,1.61,2016-02-07
14268,SouthCarolina,1.54,2016-01-31
14269,SouthCarolina,1.5,2016-01-24
14270,SouthCarolina,1.66,2016-01-17
14271,SouthCarolina,1.6,2016-01-10
14272,SouthCarolina,1.58,2016-01-03
14273,SouthCentral,1.21,2016-12-25
14274,SouthCentral,1.1,2016-12-18
14275,SouthCentral,1.12,2016-12-11
14276,SouthCentral,1.21,2016-12-04
14277,SouthCentral,1.18,2016-11-27
14278,SouthCentral,1.22,2016-11-20
14279,SouthCentral,1.24,2016-11-13
14280,SouthCentral,1.44,2016-11-06
14281,SouthCentral,1.48,2016-10-30
14282,SouthCentral,1.41,2016-10-23
14283,SouthCentral,1.09,2016-10-16
14284,SouthCentral,1.09,2016-10-09
14285,SouthCentral,1.14,2016-10-02
14286,SouthCentral,1.15,2016-09-25
14287,SouthCentral,1.14,2016-09-18
14288,SouthCentral,1.07,2016-09-11
14289,SouthCentral,1.08,2016-09-04
14290,SouthCentral,1.04,2016-08-28
14291,SouthCentral,0.97,2016-08-21
14292,SouthCentral,0.98,2016-08-14
14293,SouthCentral,1.26,2016-08-07
14294,SouthCentral,1.22,2016-07-31
14295,SouthCentral,1.21,2016-07-24
14296,SouthCentral,1.21,2016-07-17
14297,SouthCentral,1.18,2016-07-10
14298,SouthCentral,1.13,2016-07-03
14299,SouthCentral,1.17,2016-06-26
14300,SouthCentral,1.14,2016-06-19
14301,SouthCentral,1.11,2016-06-12
14302,SouthCentral,1.1,2016-06-05
14303,SouthCentral,1.07,2016-05-29
14304,SouthCentral,1.05,2016-05-22
14305,SouthCentral,1.11,2016-05-15
14306,SouthCentral,1.07,2016-05-08
14307,SouthCentral,1.13,2016-05-01
14308,SouthCentral,1.11,2016-04-24
14309,SouthCentral,1.15,2016-04-17
14310,SouthCentral,1.21,2016-04-10
14311,SouthCentral,1.22,2016-04-03
14312,SouthCentral,1.25,2016-03-27
14313,SouthCentral,1.23,2016-03-20
14314,SouthCentral,1.24,2016-03-13
14315,SouthCentral,1.21,2016-03-06
14316,SouthCentral,1.24,2016-02-28
14317,SouthCentral,1.28,2016-02-21
